Top Test Score,Matura 1 Score,Matura 2 Score,Final Score For Entering NBU,Points you need next time you do the Top Test,Бълг.,Лит.,Ист.,Георг.,Матем.,Физ.,Хим.,Биол.,Разс.,Сем.,Subjects that need improvement
63.0,4.87,3.09,590,78,5,8,5,5,5,6,8,8,6,6,"Бълг., Ист., Георг."
